y_true,p_raw_svm,p_raw_cat,p_raw_mlp,p_svm,p_cat,p_mlp,p_final,bin_id,model_used
1,0.8204660606985971,0.6219080793878086,0.0,0.8758797099047358,0.8181818181818182,0.8219895287958116,0.8181818181818182,8,catboost
0,0.8278789396835252,0.3466556254342676,0.0,0.7969817862783325,0.5,0.8219895287958116,0.5,7,catboost
1,0.8272792459966088,0.9645792851606787,0.0,0.8046651378629621,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8280971505035591,0.9710854109833094,0.0,0.7941253402705266,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.82833037565338,0.17883469272551641,8.300282425907285e-33,0.7910363272903074,0.4,0.8219895287958116,0.4,6,catboost
1,0.8280939424630495,0.925176052520603,0.0,0.7941675701993356,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8272792472488566,0.8446790452017898,0.0,0.8046651220731232,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8280971526598444,0.9283022590772756,0.0,0.7941253118833005,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8130996588220126,0.9472170328472396,0.0,0.9254141613541872,0.9545454545454546,0.8219895287958116,0.9545454545454546,9,catboost
0,0.82833037565338,0.16728003585722417,0.0,0.7910363272903074,0.4,0.8219895287958116,0.4,6,catboost
1,0.8272754546989923,0.9625291161750759,0.0,0.8047129382360908,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
0,0.8272792472381396,0.32982088346433464,0.0,0.8046651222082557,0.5,0.8219895287958116,0.5,7,catboost
0,0.828101481059557,0.09057104587003482,0.0,0.79406832262881,0.375,0.8219895287958116,0.375,6,catboost
1,0.8283303756440648,0.4617559147516762,0.0,0.7910363274144305,0.5,0.8219895287958116,0.5,7,catboost
1,0.8200232727520447,0.5380902264316093,0.0,0.8795739185526981,0.5,0.8219895287958116,0.5,7,catboost
1,0.8280971576263368,0.8690469238708243,0.0,0.794125246500036,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
0,0.8204663203843766,0.04483171989114556,0.0,0.8758775129509995,0.0,0.8219895287958116,0.0,5,catboost
0,0.828097157595819,0.8878984610568362,0.0,0.7941252469017998,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8154803132151487,0.8966992595241992,0.0,0.91196224157136,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
0,0.827958178371206,0.6116628293551927,0.0,0.7959482880330976,0.5,0.8219895287958116,0.5,7,catboost
1,0.8260907733981965,0.992965239401044,0.0,0.8191788522288657,1.0,0.8219895287958116,1.0,8,catboost
1,0.8272792464560693,0.9269137827440347,0.0,0.8046651320695343,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8280971576263071,0.9901484401413563,0.0,0.7941252465004282,1.0,0.8219895287958116,1.0,8,catboost
1,0.8283162293033938,0.8837261335517123,0.0,0.7912247552604309,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8272876397918886,0.9945206250243451,0.0,0.8045592750969969,1.0,0.8219895287958116,1.0,8,catboost
0,0.8283301115661148,0.18851268358201226,0.0,0.7910398461650863,0.4,0.8219895287958116,0.4,6,catboost
1,0.6644648492257366,0.9914852809692072,0.0,0.9999902647138929,1.0,0.8219895287958116,1.0,9,catboost
1,0.8204640392241901,0.6970326637137013,0.0,0.8758968104460091,0.8181818181818182,0.8219895287958116,0.8181818181818182,8,catboost
1,0.8283303744475187,0.9919274229129478,0.0,0.7910363433581162,1.0,0.8219895287958116,1.0,8,catboost
1,0.8204658792900221,0.9798469652046847,0.0,0.8758812446084172,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.820466060697634,0.9952989139922701,0.0,0.8758797099128834,1.0,0.8219895287958116,1.0,8,catboost
0,0.8204660606985971,0.874638713998208,2.389424547279746e-36,0.8758797099047358,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.827958178371206,0.9919613035406231,0.0,0.7959482880330976,1.0,0.8219895287958116,1.0,8,catboost
1,0.8272763784332192,0.9961960722653175,0.0,0.8047012927625958,1.0,0.8219895287958116,1.0,8,catboost
1,0.5413757462688871,0.9979914689464685,0.0,0.9999999741321428,1.0,0.8219895287958116,1.0,9,catboost
1,0.8279581783710821,0.914867132287812,0.0,0.7959482880347167,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8283255163468047,0.49207353912749463,0.0,0.7911010682634633,0.5,0.8219895287958116,0.5,7,catboost
1,0.7429726676227103,0.992537536824602,0.0,0.9992571560039456,1.0,0.8219895287958116,1.0,9,catboost
1,0.8280971554923776,0.944902314731372,0.0,0.7941252745933502,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8283278596505057,0.8260999672490138,0.0,0.7910698502444704,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.827958178371206,0.4017020650803704,0.0,0.7959482880330976,0.5,0.8219895287958116,0.5,7,catboost
0,0.8204660606985971,0.03489207148808844,0.0,0.8758797099047358,0.0,0.8219895287958116,0.0,5,catboost
1,0.8272792538284894,0.8895870360942768,0.0,0.8046650391092176,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
0,0.8280945510418057,0.5532761195656768,0.0,0.7941595595457457,0.5,0.8219895287958116,0.5,7,catboost
1,0.8204615210849813,0.9770594578856986,0.0,0.8759181094544626,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8272666919602232,0.29235358572767056,0.0,0.8048233810614003,0.5,0.8219895287958116,0.5,7,catboost
1,0.8283234188886885,0.7842272998533221,0.0,0.7911290078742187,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8204660606984512,0.9935673630950219,0.0,0.8758797099059699,1.0,0.8219895287958116,1.0,8,catboost
1,0.8280971576263368,0.9787762874487895,0.0,0.794125246500036,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8283301842430554,0.9939999385738509,0.0,0.7910388777738558,1.0,0.8219895287958116,1.0,8,catboost
1,0.8239295411914972,0.7194244527556806,0.0,0.843221579856365,0.8181818181818182,0.8219895287958116,0.8181818181818182,8,catboost
0,0.827958178371206,0.02892405227410938,0.0,0.7959482880330976,0.0,0.8219895287958116,0.0,5,catboost
1,0.827958178371206,0.8064048925041717,0.0,0.7959482880330976,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8204067249893894,0.9830699552102409,0.0,0.8763807534905839,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
0,0.82833037565338,0.13630337838821677,0.0,0.7910363272903074,0.375,0.8219895287958116,0.375,6,catboost
1,0.8272792151740053,0.8605499159385476,0.0,0.8046655265109172,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8279581726877161,0.851610930112689,0.0,0.7959483623156506,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8280970912291735,0.9806662917402559,0.0,0.7941261206091577,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8280971576263364,0.9581232887065949,0.0,0.7941252465000419,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.820465911279739,0.5776992211849314,0.0,0.8758809739789516,0.5,0.8219895287958116,0.5,7,catboost
1,0.8279581783712058,0.10107868044005307,0.0,0.7959482880330999,0.375,0.8219895287958116,0.375,6,catboost
1,0.8204660606985589,0.9561310904458409,0.0,0.8758797099050587,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8272792472493057,0.9503068944134321,0.0,0.804665122067461,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8204660606985971,0.41655376814841727,0.0,0.8758797099047358,0.5,0.8219895287958116,0.5,7,catboost
0,0.82833037565338,0.20361701115912567,0.0,0.7910363272903074,0.4,0.8219895287958116,0.4,6,catboost
1,0.8279581783616764,0.9759278385835034,0.0,0.7959482881576481,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.827958178371206,0.7866776206295115,0.0,0.7959482880330976,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8204660193790063,0.9911852736761164,0.0,0.8758800594670826,1.0,0.8219895287958116,1.0,8,catboost
1,0.827279247243035,0.9953015343270482,0.0,0.8046651221465282,1.0,0.8219895287958116,1.0,8,catboost
0,0.8279550390956415,0.9666983764569091,0.0,0.7959893146423941,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8279466868847452,0.9971621085993743,0.0,0.7960984353745729,1.0,0.8219895287958116,1.0,8,catboost
1,0.8204660607006387,0.6833995889849505,0.0,0.8758797098874639,0.8181818181818182,0.8219895287958116,0.8181818181818182,8,catboost
1,0.8283074364107569,0.866363160370814,0.0,0.7913418064664126,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8061765001892807,0.9934388192315321,0.0,0.9540532647599116,1.0,0.8219895287958116,1.0,9,catboost
1,0.8280975942904168,0.973177560420182,0.0,0.7941194978049669,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8204660606985971,0.33114697589583714,0.0,0.8758797099047358,0.5,0.8219895287958116,0.5,7,catboost
1,0.8204660606985971,0.23318435608633378,0.0,0.8758797099047358,0.5,0.8219895287958116,0.5,7,catboost
1,0.8272792469809988,0.9829688822993087,0.0,0.8046651254505957,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8272465960123795,0.9951686644750569,0.0,0.8050764687079836,1.0,0.8219895287958116,1.0,8,catboost
0,0.8279581783578788,0.7430372726898126,0.0,0.7959482882072828,0.8181818181818182,0.8219895287958116,0.8181818181818182,8,catboost
1,0.8204655111698138,0.8117322708554183,0.0,0.8758843588254972,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8204660570986192,0.9536046336645505,0.0,0.8758797403604635,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8281699438320321,0.7998938945593034,0.0,0.7931652115911777,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8189821244409216,0.9094305314482289,0.0,0.8878618335217757,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
0,0.827958178371206,0.5638440590304782,0.0,0.7959482880330976,0.5,0.8219895287958116,0.5,7,catboost
1,0.8272791128480816,0.9927910211899843,0.0,0.8046668167529732,1.0,0.8219895287958116,1.0,8,catboost
1,0.8279578004981464,0.8136542844170235,0.0,0.7959532267421194,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8272792472481535,0.9947373715617712,0.0,0.8046651220819886,1.0,0.8219895287958116,1.0,8,catboost
1,0.8272708193951624,0.9945244638861478,0.0,0.8047713666067652,1.0,0.8219895287958116,1.0,8,catboost
1,0.8265010204800428,0.8832439634060403,0.0,0.8142749328252016,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8280983781232243,0.8951069663042129,0.0,0.7941091782963795,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8271986651184242,0.9610200855078206,0.0,0.8056790106038944,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8283455666702151,0.8540011288260739,0.0,0.7908338314320623,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8283303756533761,0.9836095031521973,0.0,0.7910363272903591,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8183250622052072,0.9879610408847612,0.0,0.8928144156365871,1.0,0.8219895287958116,1.0,9,catboost
1,0.8246646267211217,0.975820755884826,0.0,0.8353759526490468,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8283299296978335,0.23890775509385132,0.0,0.7910422694714629,0.5,0.8219895287958116,0.5,7,catboost
1,0.8283299618181447,0.9917908860088046,0.0,0.791041841485593,1.0,0.8219895287958116,1.0,8,catboost
1,0.8145381225596362,0.7977528456364551,0.0,0.9175463121278118,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8272792425803311,0.9390674467232035,0.0,0.8046651809394764,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8280971576261089,0.934722634525864,0.0,0.7941252465030367,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8283303737861015,0.8502383862534003,0.0,0.7910363521713382,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8280971569529647,0.857677839430915,0.0,0.7941252553648991,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.827958450024885,0.09528181763499437,0.0,0.7959447375253251,0.375,0.8219895287958116,0.375,6,catboost
1,0.8283305464448921,0.8695562115001679,0.0,0.7910340515248355,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.827958178371206,0.9645660576937135,0.0,0.7959482880330976,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.820466059702733,0.3159389722572756,0.0,0.8758797183297228,0.5,0.8219895287958116,0.5,7,catboost
0,0.8204660606985971,0.10664586116093547,0.0,0.8758797099047358,0.375,0.8219895287958116,0.375,6,catboost
1,0.5558456806051038,0.9658512081214419,0.0,0.9999999494560904,0.9545454545454546,0.8219895287958116,0.9545454545454546,9,catboost
1,0.8204660606985971,0.653857469403088,0.0,0.8758797099047358,0.8181818181818182,0.8219895287958116,0.8181818181818182,8,catboost
1,0.8278212562079514,0.9936591163298244,0.0,0.7977314503498117,1.0,0.8219895287958116,1.0,8,catboost
1,0.820466034192936,0.9425745967126612,0.0,0.875879934141841,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
0,0.8272792270714613,0.8141864901209245,0.0,0.8046653764937516,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8280971576263234,0.9514663221251951,0.0,0.7941252465002132,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8204660606985971,0.9283203183796322,0.0,0.8758797099047358,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
0,0.8281428377474382,0.42798563012055213,0.0,0.7935231591163261,0.5,0.8219895287958116,0.5,7,catboost
1,0.8204641148749521,0.9813053897141627,0.0,0.8758961705220674,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8272740644005636,0.9876563345817592,0.0,0.8047304645780036,1.0,0.8219895287958116,1.0,8,catboost
1,0.8280873982075848,0.9782868325166122,0.0,0.7942536954822733,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8204483177648179,0.9850970593400744,0.0,0.8760297310485868,1.0,0.8219895287958116,1.0,8,catboost
1,0.8280971576262772,0.9699019983406328,0.0,0.7941252465008207,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8280971568632612,0.9336230200583296,0.0,0.794125256545834,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8206670704714483,0.9475616535790917,0.0,0.8741683962027469,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8281266755701411,0.9432054355272489,0.0,0.7937363481801014,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8283303756490539,0.8268268632890577,0.0,0.7910363273479514,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
0,0.8204660605992041,0.8871755939221905,0.0,0.8758797107455977,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8204660606581977,0.9782948189117951,0.0,0.8758797102465135,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8158775160035147,0.9852635023190816,0.0,0.9095003340444122,1.0,0.8219895287958116,1.0,9,catboost
1,0.8279570954829306,0.7244627947257494,0.0,0.7959624408589784,0.8181818181818182,0.8219895287958116,0.8181818181818182,8,catboost
1,0.8279582056235751,0.887184059723735,0.0,0.795947931847489,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
1,0.8279591841075274,0.972212561208625,0.0,0.7959351428288675,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8272791575074435,0.8117771651999398,0.0,0.8046662536376255,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
0,0.8280971576263368,0.053507964077949985,0.0,0.794125246500036,0.0,0.8219895287958116,0.0,5,catboost
1,0.8272790663782116,0.9944668724397377,0.0,0.8046674026958124,1.0,0.8219895287958116,1.0,8,catboost
0,0.8280971576263368,0.1390576375482572,0.0,0.794125246500036,0.375,0.8219895287958116,0.375,6,catboost
1,0.8279581437601715,0.8796301039609645,0.0,0.7959487403949591,0.8571428571428571,0.8219895287958116,0.8571428571428571,8,catboost
0,0.82833037565338,0.4831404234385972,0.0,0.7910363272903074,0.5,0.8219895287958116,0.5,7,catboost
1,0.8280971576263368,0.9637346690013746,0.0,0.794125246500036,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
1,0.8283303756533756,0.6314924855245461,0.0,0.7910363272903651,0.8181818181818182,0.8219895287958116,0.8181818181818182,8,catboost
1,0.8268380090592347,0.9977517224865399,0.0,0.8101633616129972,1.0,0.8219895287958116,1.0,8,catboost
1,0.8279579612727204,0.9968210357274434,0.0,0.7959511254694387,1.0,0.8219895287958116,1.0,8,catboost
1,0.8283303758910098,0.9931705302471365,0.0,0.7910363241239479,1.0,0.8219895287958116,1.0,8,catboost
1,0.8272792472456632,0.9946301591847978,0.0,0.8046651221133898,1.0,0.8219895287958116,1.0,8,catboost
1,0.8279580906361501,0.9377780095339363,0.0,0.7959494347176376,0.9545454545454546,0.8219895287958116,0.9545454545454546,8,catboost
